A0A183 GO:0031424,
Q7Z3C5 GO:0032148,GO:0016477,GO:0006260,GO:0030032,GO:0061024,GO:0032956,GO:0042127,GO:0006275,GO:0010975,GO:0001932,GO:0031929,GO:0003779,GO:0008017,GO:0035091,GO:0042803,GO:0043422,GO:0016023,GO:0031410,GO:0005829,GO:0005783,GO:0005794,GO:0030027,GO:0016020,GO:0005886,
Q7Z3D4 GO:0016998,GO:0016021,
Q7Z3E1 GO:0008209,GO:0008210,GO:0060325,GO:0008585,GO:0030097,GO:0001822,GO:0044236,GO:0006807,GO:0060021,GO:0048008,GO:0009791,GO:0006471,GO:0048705,GO:0048745,GO:0001570,GO:0046872,GO:0003950,
Q7Z3G6 GO:0045197,GO:0031175,GO:0008270,GO:0016327,GO:0005737,GO:0016328,GO:0031965,
Q7Z3G7 GO:0007568,GO:0006955,GO:2001235,GO:0006508,GO:0010033,GO:0001913,GO:0031404,GO:0008234,GO:0016505,GO:0004252,GO:0005783,GO:0070062,GO:0005794,GO:0005764,
Q7Z3H0 GO:0035914,
Q7Z3I1 GO:0008219,GO:0000910,GO:0000724,GO:0046872,GO:0032266,GO:0005813,GO:0005765,GO:0030496,
Q7Z3I7 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7Z3J3 GO:0000042,
Q7Z3K6 GO:0006355,GO:0006351,GO:0003682,GO:0003677,GO:0005634,
Q7Z3L3 GO:0006355,GO:0003682,GO:0003677,GO:0005634,
Q7Z3Q1 GO:0055085,GO:0070062,GO:0016021,
Q7Z3S9 GO:0030154,GO:0007275,GO:0007219,GO:0005509,GO:0005737,GO:0005576,
Q7Z3T8 GO:0030509,GO:0016197,GO:0006622,GO:0030100,GO:0007165,GO:0016050,GO:0005545,GO:0046872,GO:0005547,GO:0008565,GO:0005737,GO:0005769,GO:0031901,GO:0043231,
Q7Z3V4 GO:0042787,GO:0004842,GO:0005737,GO:0005634,
Q7Z3V5 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q7Z3X1 GO:0051560,GO:0009409,GO:0044822,GO:0016021,GO:0005743,GO:0005739,
Q7Z3Y8 GO:0031069,GO:0005198,GO:0005737,GO:0005882,
Q7Z3Z0 GO:0031069,GO:0045109,GO:0005198,GO:0005737,GO:0005882,
Q7Z3Z2 GO:0050896,GO:0060041,GO:0007601,
Q7Z3Z3 GO:0030154,GO:0031047,GO:0007126,GO:0007275,GO:0006417,GO:0007283,GO:0003723,GO:0005737,
Q7Z3Z4 GO:0030154,GO:0043046,GO:0031047,GO:0007126,GO:0007275,GO:0034587,GO:0006417,GO:0007283,GO:0034584,GO:0005737,GO:0005634,GO:0043186,GO:0071547,
Q7Z401 GO:0032313,GO:0006355,GO:0006351,GO:0003677,GO:0017112,GO:0005634,
Q7Z402 GO:0006811,GO:0016021,
Q7Z403 GO:0006811,GO:0005737,GO:0005783,GO:0005789,GO:0070062,GO:0005794,GO:0016021,GO:0031965,
Q7Z404 GO:0006811,GO:0016021,
Q7Z418 GO:0071467,GO:0071435,GO:0006813,GO:0007268,GO:0015269,GO:0015271,GO:0005267,GO:0005887,GO:0005886,
Q7Z419 GO:0006915,GO:0042787,GO:0004842,GO:0008270,GO:0005737,GO:0016021,GO:0031966,GO:0000151,
Q7Z442 GO:0071468,GO:0007218,GO:0005509,GO:0030246,GO:0005261,GO:0033040,GO:0009986,GO:0016021,
Q7Z443 GO:0006812,GO:0071468,GO:0001581,GO:0007218,GO:0050915,GO:0005262,GO:0030246,GO:0070062,GO:0016021,GO:0005886,
Q7Z444 GO:0006184,GO:0007264,GO:0005525,GO:0005886,
Q7Z449 GO:0019369,GO:0008219,GO:0097267,GO:0044281,GO:0006805,GO:0070330,GO:0020037,GO:0005506,GO:0005789,GO:0016021,
Q7Z460 GO:0007411,GO:0051301,GO:0051294,GO:0007163,GO:0010458,GO:0000086,GO:0034453,GO:0001578,GO:0000226,GO:0007020,GO:0031023,GO:0000278,GO:0007026,GO:0031111,GO:0043515,GO:0008017,GO:0051010,GO:0005938,GO:0031592,GO:0005813,GO:0000777,GO:0030981,GO:0005881,GO:0005829,GO:0005794,GO:0000776,GO:0005828,GO:0005876,
Q7Z465 GO:0006915,GO:0008285,GO:0040009,GO:0042802,GO:0005829,GO:0005634,
Q7Z469 GO:0006810,GO:0016021,GO:0005743,
Q7Z4G1 GO:0032088,GO:0051059,GO:0005737,GO:0005634,
Q7Z4G4 GO:0008033,GO:0008168,GO:0000049,
Q7Z4H4 GO:0007189,GO:0001525,GO:0007586,GO:0007631,GO:0045776,GO:0045766,GO:0010628,GO:0006468,GO:0032403,GO:0005576,
Q7Z4J2 GO:0005975,GO:0016758,GO:0016021,
Q7Z4L9 GO:0010921,GO:0003779,GO:0045502,GO:0015631,GO:0005813,GO:0005737,GO:0002177,GO:0015630,GO:0005815,
Q7Z4M0 GO:0006310,GO:0007126,
Q7Z4N3 GO:0070588,GO:0060402,GO:0071482,GO:0007216,GO:0034220,GO:0046548,GO:0055085,GO:0006810,GO:0007601,GO:0005262,GO:0005887,GO:0035841,GO:0005886,
Q7Z4P5 GO:0032924,GO:0007411,GO:0030509,GO:0048754,GO:0045165,GO:0030855,GO:0048853,GO:0022612,GO:0040007,GO:0030901,GO:0060571,GO:0060389,GO:0045666,GO:0010862,GO:2001051,GO:0045893,GO:0048608,GO:0021509,GO:0021527,GO:0005615,
Q7Z4R8 GO:0006915,GO:0005576,
Q7Z4T8 GO:0007286,GO:0046872,GO:0016740,GO:0000139,GO:0016021,
Q7Z4V0 GO:0045892,GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q7Z4V5 GO:0006351,GO:0003682,GO:0003677,GO:0005634,
Q7Z4W1 GO:0042732,GO:0006006,GO:0006739,GO:0055114,GO:0051289,GO:0005997,GO:0050038,GO:0016655,GO:0005903,GO:0005881,GO:0070062,GO:0016020,GO:0005902,
Q7Z4W2 GO:0016998,GO:0003796,GO:0005576,
Q7Z4X1 GO:0019886,GO:0000086,GO:0008152,GO:0007018,GO:0000278,GO:0006810,GO:0016032,GO:0003777,GO:0005813,GO:0005737,GO:0005868,GO:0005829,GO:0005874,GO:0031982,
Q7Z4Y8 GO:0015986,GO:0015078,GO:0000276,
Q7Z553 GO:0021522,GO:0031225,GO:0005886,
Q7Z569 GO:0000165,GO:0009968,GO:0016567,GO:0007265,GO:0008139,GO:0000166,GO:0004842,GO:0008270,GO:0005737,GO:0031965,GO:0000151,
Q7Z5C3 GO:0007190,GO:0000186,GO:0007202,GO:0007568,GO:0007411,GO:0060385,GO:0030183,GO:1990090,GO:0071316,GO:0050966,GO:0050965,GO:0010623,GO:0007611,GO:0042490,GO:0008285,GO:0043524,GO:0048011,GO:0021553,GO:0018108,GO:0048015,GO:0045766,GO:0070374,GO:0010976,GO:0051092,GO:0043068,GO:0032320,GO:0046579,GO:0051968,GO:0046777,GO:0006468,GO:0007265,GO:0014823,GO:0048678,GO:0042493,GO:0051602,GO:0045471,GO:0051599,GO:0031667,GO:0009314,GO:0060009,GO:0007264,GO:0048485,GO:0007169,GO:0005524,GO:0048406,GO:0010465,GO:0043121,GO:0042803,GO:0004714,GO:0030424,GO:0009986,GO:0031410,GO:0030425,GO:0005769,GO:0031901,GO:0005768,GO:0005887,GO:0005770,GO:0031902,GO:0043025,GO:0005886,GO:0043234,GO:0043235,
Q7Z5G4 GO:0043001,GO:0018230,GO:0050821,GO:0070062,GO:0005795,GO:0031228,GO:0002178,
Q7Z5H3 GO:0001525,GO:0030154,GO:0051056,GO:0006355,GO:0007264,GO:0006351,GO:0005096,GO:0005829,GO:0005634,
Q7Z5H4 GO:0019236,GO:0016503,GO:0016021,GO:0005886,
Q7Z5H5 GO:0019236,GO:0016503,GO:0016021,GO:0005886,
Q7Z5J4 GO:0040015,GO:0006357,GO:0001501,GO:0008270,GO:0005737,GO:0005634,
Q7Z5J7 GO:0014002,GO:0060020,GO:0030198,GO:0045109,GO:0060291,GO:0010977,GO:0031102,GO:0010625,GO:0051580,GO:0009611,GO:0005200,GO:0097449,GO:0044297,GO:0005737,GO:0005829,GO:0005882,GO:0016020,
Q7Z5K2 GO:0007067,GO:0000278,GO:0035562,GO:0008156,GO:0045875,GO:0071168,GO:0071922,GO:0009636,GO:0016032,GO:0000785,GO:0005694,GO:0000775,GO:0008278,GO:0005737,GO:0005829,GO:0043231,GO:0015630,GO:0005654,GO:0005634,GO:0000795,
Q7Z5L0 GO:0030704,GO:0070062,
Q7Z5L3 GO:0051259,GO:0005581,
Q7Z5L4 GO:0030154,GO:0007275,GO:0007283,GO:0005741,
Q7Z5L7 GO:0030336,GO:0008285,GO:0005518,GO:0005737,GO:0005615,GO:0005578,
Q7Z5L9 GO:0006355,GO:0006351,GO:0046872,GO:0005737,GO:0005634,
Q7Z5M5 GO:0006811,GO:0016021,
Q7Z5N4 GO:0007155,GO:0016021,
Q7Z5P9 GO:0044267,GO:0016266,GO:0043687,GO:0005576,GO:0005796,
Q7Z5Q1 GO:0071243,GO:0071456,GO:0032869,GO:0034599,GO:2000766,GO:1900248,GO:0034260,GO:0005095,GO:0035925,GO:0000166,GO:0044822,GO:0043023,GO:0043024,GO:0043022,GO:0000900,GO:0005737,GO:1990124,GO:0005634,
Q7Z5Q5 GO:0006261,GO:0000724,GO:0036297,GO:0019985,GO:0030332,GO:0003677,GO:0003887,GO:0005634,
Q7Z5R6 GO:0007596,GO:0030168,GO:0007165,GO:0005856,GO:0005829,GO:0005925,GO:0030027,GO:0005886,
Q7Z5R8 GO:0030036,GO:0006919,GO:0006915,GO:0048041,GO:0030900,GO:0003007,GO:0021575,GO:0030336,GO:0008285,GO:0035024,GO:0051497,GO:0001843,GO:1900119,GO:0035307,GO:0032321,GO:0032956,GO:0008360,GO:0051056,GO:0007264,GO:0008289,GO:0005100,GO:0042169,GO:0005901,GO:0005737,GO:0005829,GO:0005925,GO:0005634,
Q7Z5T2 GO:0097190,GO:0048011,GO:0043065,GO:0032319,GO:0051056,GO:0007266,GO:0007264,GO:0005089,GO:0005829,GO:0005622,
Q7Z5W3 GO:0010586,GO:2000632,GO:0001510,GO:0008171,GO:0008173,GO:0005737,GO:0005634,
Q7Z5Y6 GO:0051216,GO:0030154,GO:0002024,GO:0040007,GO:0046676,GO:0001503,GO:2000505,GO:0005615,
Q7Z5Y7 GO:0051260,
Q7Z610 GO:0034641,GO:1901687,GO:0006749,GO:0006559,GO:0055114,GO:0044281,GO:0006572,GO:0006805,GO:0004602,GO:0004364,GO:0016034,GO:0042803,GO:0005829,GO:0005739,
Q7Z614 GO:0015031,GO:0035091,GO:0010008,GO:0005634,GO:0005886,
Q7Z628 GO:0097190,GO:0070301,GO:0071479,GO:0048011,GO:0043065,GO:0032321,GO:0001558,GO:0051056,GO:0007165,GO:0007264,GO:0005085,GO:0005089,GO:0005829,GO:0005634,
Q7Z653 GO:0008219,GO:0006869,GO:0007399,GO:0043523,GO:0008144,GO:0004985,GO:0030054,GO:0005789,GO:0030426,GO:0016021,GO:0005887,GO:0005811,GO:0005635,GO:0005637,GO:0005640,
Q7Z668 GO:0007018,GO:0005524,GO:0003777,GO:0005737,GO:0005871,GO:0005874,
Q7Z698 GO:0000188,GO:0007275,GO:0010801,GO:0043517,GO:0090311,GO:0019901,GO:0030291,GO:0005173,GO:0005737,GO:0005634,GO:0005886,GO:0030658,
Q7Z699 GO:0000188,GO:0007275,GO:0010801,GO:0010923,GO:0043517,GO:0090311,GO:0019902,GO:0019901,GO:0030291,GO:0005173,GO:0005901,GO:0005737,GO:0005634,
Q7Z6A9 GO:0002768,GO:0046642,GO:0030889,GO:0031295,GO:0004872,GO:0009897,GO:0005887,GO:0005886,
Q7Z6B0 GO:0015031,GO:0005794,GO:0016020,GO:0005634,
Q7Z6B7 GO:0007411,GO:0016477,GO:0051056,GO:0007266,GO:0007264,GO:0005100,GO:0005829,
Q7Z6I6 GO:0051056,GO:0007264,GO:0005096,GO:0016023,GO:0005829,GO:0043231,
Q7Z6J0 GO:0043066,GO:0043154,GO:2001237,GO:0016567,GO:0046328,GO:0016874,GO:0008270,GO:0005829,GO:0005794,GO:0030027,GO:0048471,
Q7Z6J2 GO:0008104,GO:0007165,GO:0030054,GO:0048471,GO:0045211,
Q7Z6J4 GO:0030036,GO:0097190,GO:0007010,GO:0046847,GO:0048011,GO:0043065,GO:0043088,GO:0008360,GO:0051056,GO:0007264,GO:0005085,GO:0046872,GO:0005089,GO:0031267,GO:0005737,GO:0005856,GO:0005829,GO:0031901,GO:0005794,GO:0030027,GO:0005634,GO:0001726,GO:0032587,
Q7Z6J8 GO:0016567,GO:0016874,GO:0005737,
Q7Z6J9 GO:0006397,GO:0006388,GO:0005730,
Q7Z6K1 GO:0007049,GO:0045786,GO:0003677,GO:0046872,GO:0002020,GO:0005634,
Q7Z6K3 GO:0018342,GO:0008318,
Q7Z6K4 GO:0002043,GO:0045746,GO:1902367,GO:0045581,GO:0000122,GO:0001569,GO:0090263,GO:0001938,GO:0022407,GO:0032525,
Q7Z6K5 GO:0033058,GO:0051126,GO:0030336,GO:2000393,GO:0030027,
Q7Z6L0 GO:0050884,GO:0009607,GO:0030054,GO:0016021,GO:0005886,GO:0045202,
Q7Z6L1 GO:0000046,GO:0006914,GO:0032266,GO:0000421,GO:0031410,GO:0016021,GO:0005765,
Q7Z6M2 GO:0016567,
Q7Z6M3 GO:0043303,GO:0033004,GO:0005887,GO:0042629,
Q7Z6M4 GO:0043010,GO:0007507,GO:0006626,GO:0042255,GO:0006364,GO:0006390,GO:0019843,GO:0005737,GO:0005762,GO:0005739,
Q7Z6P3 GO:0015031,GO:0007264,GO:0005525,GO:0005886,
Q7Z6R9 GO:0061379,GO:0043524,GO:0045944,GO:0000977,GO:0000981,GO:0005634,GO:0005667,
Q7Z6S0 GO:0000902,GO:0008283,GO:0007163,GO:0009566,GO:0007281,GO:0006687,GO:0048872,GO:0033327,GO:0001578,GO:0000226,GO:0006997,GO:0035265,GO:0072659,GO:0006970,GO:0032526,GO:0060009,GO:0007283,GO:0005102,GO:0005198,GO:0016323,GO:0005737,GO:0005874,GO:0005875,GO:0015630,GO:0048471,
Q7Z6V5 GO:0002100,GO:0008251,GO:0008270,
Q7Z6Z6 GO:0016042,GO:0016787,
Q7Z717 GO:0006355,GO:0006351,GO:0003677,GO:0003700,GO:0008270,GO:0005634,
Q7Z719 GO:0006412,GO:0044822,GO:0003735,GO:0005761,GO:0005739,GO:0005840,
Q7Z736 GO:0007165,GO:0005856,GO:0005615,
Q7Z742 GO:0005975,GO:0006974,GO:0016045,GO:0004649,GO:0005737,GO:0005829,GO:0005759,GO:0005634,
Q7Z7A3 GO:0032447,GO:0034227,GO:0002098,GO:0016779,GO:0000049,GO:0005829,GO:0005739,
Q7Z7B1 GO:0006501,GO:0044267,GO:0043687,GO:0016254,GO:0016746,GO:0005789,GO:0016021,
Q7Z7B7 GO:0042742,GO:0005576,
Q7Z7B8 GO:0042742,GO:0005576,
Q7Z7C7 GO:0071300,GO:0006260,GO:0007066,GO:0009566,GO:0010032,GO:0042138,GO:0033315,GO:0048599,GO:0001541,GO:0007131,GO:0046620,GO:0007283,GO:0007129,GO:0005737,
Q7Z7C8 GO:0030154,GO:0001833,GO:0051457,GO:0045893,GO:0045598,GO:0006351,GO:0005634,GO:0048471,GO:0005669,
Q7Z7D3 GO:0002376,GO:0072643,GO:0072602,GO:0050868,GO:0001562,GO:0009897,GO:0016021,
Q7Z7D7 GO:0034641,GO:0044281,GO:0006590,GO:0004447,GO:0016491,GO:0016021,GO:0005886,
Q7Z7F7 GO:0006412,GO:0003735,GO:0005762,
Q7Z7G0 GO:0030198,GO:0010811,GO:0008201,GO:0005615,GO:0005614,
Q7Z7G1 GO:0006955,GO:0035556,GO:0009967,GO:0007169,GO:0005070,GO:0005622,
Q7Z7G2 GO:0006887,GO:0006836,GO:0046928,GO:0030054,GO:0016020,GO:0045202,
Q7Z7G3 GO:0045453,GO:0035051,GO:0007569,GO:0000902,GO:0071320,GO:0071480,GO:0071333,GO:0071560,GO:0050667,GO:0006954,GO:0008285,GO:0055114,GO:0043065,GO:2000573,GO:0070374,GO:0043406,GO:0051897,GO:2000379,GO:0014911,GO:0051496,GO:0072593,GO:0001666,GO:0042554,GO:0009055,GO:0050660,GO:0020037,GO:0072341,GO:0016174,GO:0000166,GO:0019826,GO:0016175,GO:0016324,GO:0005789,GO:0005925,GO:0016021,GO:0005739,GO:0043020,GO:0005634,GO:0048471,
Q7Z7H3 GO:0030041,GO:0044782,GO:0015629,GO:0005737,GO:0005634,GO:0005886,
Q7Z7H5 GO:0043123,GO:0015031,GO:0007165,GO:0004871,GO:0005789,GO:0016021,
Q7Z7H8 GO:0042254,GO:0006412,GO:0044822,GO:0003735,GO:0005762,GO:0005739,GO:0030529,
Q7Z7J5 GO:0060484,GO:2000648,GO:0031060,GO:0006355,GO:0019827,GO:0006351,GO:0003682,GO:0003676,GO:0005634,
Q7Z7K2 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7Z7K6 GO:0001667,GO:0034508,GO:0031508,GO:0007067,GO:0032467,GO:0033044,GO:0016846,GO:0000777,GO:0005737,GO:0000776,GO:0015630,GO:0005634,GO:0051233,
Q7Z7L1 GO:0051607,GO:2000134,GO:0005524,GO:0000049,GO:0005737,GO:0005634,
Q7Z7L7 GO:0016567,GO:0051438,GO:0004842,GO:0031462,
Q7Z7L9 GO:0030154,GO:0007275,GO:0007283,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q7Z7M0 GO:0030509,GO:0042074,GO:0097094,GO:0071907,GO:0061371,GO:0060971,GO:0003143,GO:0030326,GO:0048704,GO:0055113,GO:0097155,GO:0060972,GO:0035108,GO:0048842,GO:0010468,GO:0005509,GO:0004872,GO:0070062,GO:0016021,GO:0005634,
Q7Z7M1 GO:0007186,GO:0007218,GO:0004930,GO:0016021,GO:0005886,
Q7Z7M8 GO:0044267,GO:0016266,GO:0030311,GO:0043687,GO:0008378,GO:0016262,GO:0000139,GO:0016021,
Q7Z7M9 GO:0044267,GO:0006024,GO:0016266,GO:0043687,GO:0046872,GO:0004653,GO:0000139,GO:0016021,
Q861F3 GO:0019886,GO:0019221,GO:0060333,GO:0031295,GO:0050852,GO:0030669,GO:0030666,GO:0012507,GO:0000139,GO:0071556,GO:0031902,GO:0005765,GO:0042613,GO:0005886,GO:0032588,GO:0030658,
Q861H8 GO:0019886,GO:0019221,GO:0060333,GO:0031295,GO:0050852,GO:0030669,GO:0030666,GO:0012507,GO:0000139,GO:0071556,GO:0031902,GO:0005765,GO:0042613,GO:0005886,GO:0032588,GO:0030658,
Q86SE8 GO:0006338,GO:0009790,GO:0009994,GO:0043085,GO:0045740,GO:0045836,GO:0051260,GO:0007096,GO:0007338,GO:0042393,GO:0003676,GO:0000789,GO:0000790,GO:0005634,
Q86SE9 GO:0006355,GO:0006351,GO:0008270,GO:0005813,GO:0005730,GO:0005634,GO:0031519,
Q86SF2 GO:0005975,GO:0044267,GO:0016266,GO:0043687,GO:0006493,GO:0046872,GO:0004653,GO:0000139,GO:0016021,
Q86SG2 GO:0006631,GO:0009612,GO:0031432,GO:0031674,GO:0014704,GO:0005634,
Q86SG3 GO:0030154,GO:0007275,GO:0007283,GO:0000166,GO:0003723,GO:0005737,GO:0005634,
Q86SG6 GO:0009887,GO:0035330,GO:0005524,GO:0046872,GO:0004674,GO:0005737,GO:0005856,GO:0072372,
Q86SG7 GO:0016998,GO:0009253,GO:0003796,GO:0005576,
Q86SH2 GO:0007275,GO:0005737,
Q86SJ2 GO:0007157,GO:0007156,GO:0043066,GO:0043069,GO:0016021,GO:0005634,GO:0005886,
Q86SJ6 GO:0042640,GO:0030509,GO:0007156,GO:0030216,GO:0005509,GO:0030057,GO:0016021,GO:0005886,
Q86SK9 GO:0006633,GO:0005506,GO:0004768,GO:0005789,GO:0016021,
Q86SP6 GO:0001547,GO:0060206,GO:0060280,GO:0001546,GO:0004930,GO:0016021,GO:0005886,
Q86SQ3 GO:0007186,GO:0007218,GO:0005509,GO:0004930,GO:0016021,GO:0005886,
Q86SQ6 GO:0007186,GO:0007165,GO:0004930,GO:0016021,GO:0005886,
Q86SQ7 GO:0030010,GO:0000086,GO:0000278,GO:0035148,GO:0005911,GO:0005814,GO:0005813,GO:0005829,
Q86SS6 GO:0045956,GO:0050796,GO:0046872,GO:0005215,GO:0030054,GO:0031045,GO:0016021,GO:0030667,GO:0030672,
Q86SX6 GO:0045454,GO:0030097,GO:0051537,GO:0009055,GO:0046872,GO:0015035,GO:0005739,GO:0005634,
Q86SY1 GO:0034332,GO:0007411,GO:0021670,GO:0060487,GO:0045746,GO:0021849,GO:0007219,GO:0050769,GO:0030862,GO:0045177,GO:0016323,GO:0005769,GO:0019897,GO:0005887,GO:0005634,GO:0005886,
Q86SZ2 GO:0016192,GO:0005783,GO:0005794,
Q86T01 GO:0031145,GO:0042590,GO:0002479,GO:0002474,GO:0006915,GO:0034641,GO:0006977,GO:0000082,GO:0010467,GO:0000278,GO:0016071,GO:0043066,GO:0051436,GO:0051437,GO:0000209,GO:0042981,GO:0006521,GO:0051439,GO:0006979,GO:0016070,GO:0044281,GO:0016032,GO:0004298,GO:0005829,GO:0070062,GO:0005654,GO:0005634,GO:0000502,GO:0005839,
Q86T24 GO:0035556,GO:0045892,GO:0006351,GO:0016055,GO:0046872,GO:0008327,GO:0043565,GO:0005737,GO:0005730,GO:0005634,GO:0005886,
Q86T29 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q86T65 GO:0030036,
Q86T79 GO:0030036,GO:0030054,
Q86T96 GO:0032436,GO:0004842,GO:0008270,GO:0016021,GO:0031227,GO:0005635,
Q86TB2 GO:0043623,GO:0019899,GO:0005813,GO:0005737,GO:0005794,GO:0030016,GO:0005634,
Q86TB9 GO:0033962,GO:0000290,GO:0043928,GO:0010467,GO:0016071,GO:0000288,GO:0016070,GO:0044822,GO:0034046,GO:0008266,GO:0003723,GO:0000932,GO:0005829,GO:0043231,GO:0016607,GO:0016605,
Q86TC9 GO:0045214,GO:0008092,GO:0051371,GO:0017124,GO:0031674,GO:0005634,GO:0030018,
Q86TF6 GO:0043085,GO:0008047,
Q86TG1 GO:0009056,GO:0016021,GO:0005886,
Q86TG7 GO:0006915,GO:0030154,GO:0030512,GO:0001890,GO:0003677,GO:0044822,GO:0008270,GO:0005737,GO:0005634,
Q86TH1 GO:0030512,GO:0004222,GO:0008270,GO:0005578,
Q86TI0 GO:0061024,GO:0032880,GO:0005097,GO:0005829,GO:0005634,
Q86TJ2 GO:0006325,GO:0006355,GO:0006351,GO:0003682,GO:0003677,GO:0008270,GO:0070461,GO:0030914,
Q86TJ5 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q86TL0 GO:0006915,GO:0006914,GO:0015031,GO:0004197,GO:0005737,GO:0005759,
Q86TM6 GO:0006987,GO:0044267,GO:0030968,GO:0030433,GO:0001701,GO:1902236,GO:0018279,GO:0016567,GO:0016881,GO:0008270,GO:0005783,GO:0005789,GO:0016021,GO:0005634,
Q86TN4 GO:0045859,GO:0006388,GO:0000215,
Q86TS9 GO:0006412,GO:0003735,GO:0005762,GO:0005840,
Q86TX2 GO:0006637,GO:0001676,GO:0000038,GO:0047617,GO:0016290,GO:0005829,
Q86U06 GO:0006397,GO:0000166,GO:0003723,GO:0005634,
Q86U10 GO:0006528,GO:0016042,GO:0006644,GO:0003847,GO:0004067,GO:0004622,
Q86U17 GO:0010951,GO:0030162,GO:0004867,GO:0005615,
Q86U18 GO:0006953,GO:0007596,GO:0010951,GO:0030168,GO:0002576,GO:0030162,GO:0046687,GO:0034097,GO:0032355,GO:0001666,GO:0010288,GO:0032496,GO:0033986,GO:0034014,GO:0042802,GO:0002020,GO:0004867,GO:0005783,GO:0005576,GO:0005615,GO:0070062,GO:0031093,GO:0005578,
Q86U28 GO:0016226,GO:0051536,GO:0046872,GO:0005198,GO:0005739,
Q86U42 GO:0010467,GO:0046778,GO:0019048,GO:0019054,GO:0031124,GO:0000398,GO:0006936,GO:0016973,GO:0006396,GO:0008380,GO:0006369,GO:0006366,GO:0019058,GO:0000166,GO:0044822,GO:0003723,GO:0005737,GO:0005654,GO:0005634,GO:0030529,
Q86U44 GO:0007623,GO:0010467,GO:0080009,GO:0006397,GO:0001510,GO:0016422,GO:0003723,GO:0016607,GO:0005654,GO:0005634,
Q86U45 GO:0010467,GO:0000398,GO:0008380,GO:0042802,GO:0000166,GO:0044822,GO:0003723,GO:0071013,GO:0070062,GO:0005654,GO:0005634,GO:0005681,
Q86U53 GO:0007417,GO:0007507,GO:0007595,GO:0060173,GO:0001676,GO:0060135,GO:0042476,GO:0022602,GO:0001519,GO:0018032,GO:0051260,GO:0032956,GO:0050708,GO:0006357,GO:0046688,GO:0042493,GO:0032355,GO:0051384,GO:0001666,GO:0009268,GO:0009404,GO:0005509,GO:0005507,GO:0031418,GO:0004598,GO:0004504,GO:0008270,GO:0009986,GO:0005615,GO:0070062,GO:0016021,GO:0043005,GO:0043204,GO:0048471,GO:0005886,GO:0030667,GO:0005802,
Q86U64 GO:0007320,GO:0005198,GO:0005576,GO:0005615,GO:0030141,
Q86U70 GO:0009948,GO:0022607,GO:0021702,GO:0010669,GO:0001702,GO:0001942,GO:0060322,GO:0043973,GO:0007275,GO:0045647,GO:0045892,GO:0030182,GO:0045785,GO:0046985,GO:0045944,GO:0032784,GO:0006355,GO:0035019,GO:0006366,GO:0006351,GO:0000972,GO:0016055,GO:0003682,GO:0001158,GO:0030274,GO:0042803,GO:0001102,GO:0003714,GO:0000790,GO:0005634,GO:0043234,GO:0005667,
Q86U90 GO:0051051,GO:0003725,GO:0016020,GO:0005739,
Q86U92 GO:0006200,GO:0007596,GO:0006310,GO:0006281,GO:0000724,GO:0010971,GO:0007131,GO:0005524,GO:0003677,GO:0008094,GO:0003690,GO:0003697,GO:0005654,GO:0005634,GO:0033063,GO:0005657,
Q86UA1 GO:0006397,GO:0008380,GO:0005634,
Q86UB9 GO:0007031,GO:0016021,GO:0005777,
Q86UD3 GO:0006897,GO:0016567,GO:0016874,GO:0008270,GO:0030659,GO:0031901,GO:0005768,GO:0016021,GO:0005764,
Q86UD4 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q86UD5 GO:0034220,GO:0006814,GO:0055085,GO:0015299,GO:0016021,GO:0005743,
Q86UE3 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q86UE4 GO:0031663,GO:0043066,GO:0000122,GO:0045766,GO:0010508,GO:0043123,GO:0051092,GO:0051897,GO:0070830,GO:0003725,GO:0051059,GO:0044822,GO:0001085,GO:0003713,GO:0016324,GO:0005737,GO:0005783,GO:0005789,GO:0016021,GO:0046581,GO:0016604,GO:0031965,GO:0005730,GO:0005634,GO:0048471,GO:0005923,
Q86UE6 GO:0035640,GO:0007626,GO:0035418,GO:0050808,GO:0030424,GO:0030054,GO:0005783,GO:0060076,GO:0030426,GO:0016021,GO:0045211,
Q86UE8 GO:0007049,GO:0006974,GO:0071480,GO:0016568,GO:0007059,GO:0035556,GO:0010507,GO:0032435,GO:0018105,GO:0006468,GO:0001672,GO:0005524,GO:0004674,GO:0005882,GO:0005730,GO:0005634,GO:0048471,
Q86UI5 GO:0007596,GO:0035556,GO:0030168,GO:0007205,GO:0005524,GO:0005509,GO:0004143,GO:0003951,GO:0005737,GO:0005886,
Q86UJ9 GO:0060612,GO:0045444,GO:0045893,GO:0006366,GO:0046872,GO:0001077,GO:0043565,GO:0003700,GO:0070062,GO:0005634,
